RE78 TREAT MARR NODEGREE BLACK HISPANIC EDUC AGE RE74 RE75 U74 U75 TYPE
13299.539 0 1 0 1 0 12 28 15987.617 19693.548 0 0 OBS
14777.266 0 1 0 0 0 12 43 15989.576 14322.581 0 0 OBS
20460.602 0 1 0 1 0 12 27 16011.128 16112.903 0 0 OBS
29584.086 0 0 0 0 0 17 36 16015.047 30793.548 0 0 OBS
25564.67 0 1 0 0 0 12 23 16065.988 4833.871 0 0 OBS
17732.719 0 1 0 0 0 12 31 16065.988 15038.71 0 0 OBS
18471.582 0 1 0 0 0 14 25 16065.988 15217.742 0 0 OBS
19210.445 0 1 0 1 0 12 35 16065.988 16086.048 0 0 OBS
20688.172 0 1 0 0 0 16 23 16065.988 16829.032 0 0 OBS
28815.668 0 1 0 0 0 12 21 16065.988 20588.71 0 0 OBS
2955.4531 0 0 0 0 0 12 22 16230.566 9846.7742 0 0 OBS
22165.899 0 1 0 1 0 12 36 16261.914 21304.839 0 0 OBS
11969.585 0 1 0 0 0 12 21 16306.978 18529.839 0 0 OBS
0 0 1 0 0 0 12 28 16393.185 13298.516 0 0 OBS
21870.353 0 1 0 0 1 12 24 16457.841 8951.6129 0 0 OBS
15146.697 0 0 0 0 0 12 30 16457.841 14680.645 0 0 OBS
17289.401 0 1 0 0 0 12 44 16457.841 16112.903 0 0 OBS
19949.309 0 1 0 0 0 12 30 16457.841 16650 0 0 OBS
20688.172 0 1 0 0 0 12 34 16457.841 16829.032 0 0 OBS
40637.481 0 1 0 0 0 16 26 16457.841 21483.871 0 0 OBS
18471.582 0 1 0 0 0 16 23 16457.841 21483.871 0 0 OBS
19653.763 0 0 0 0 0 12 20 16497.026 19604.032 0 0 OBS
8866.3594 0 0 0 0 0 13 26 16653.768 3580.6452 0 0 OBS
7388.6329 0 1 0 1 0 12 21 16653.768 9846.7742 0 0 OBS
17732.719 0 1 0 0 0 12 25 16653.768 12181.355 0 0 OBS
16993.856 0 1 0 0 0 15 23 16653.768 13427.419 0 0 OBS
22904.762 0 0 0 1 0 12 25 16653.768 14859.677 0 0 OBS
17437.174 0 1 0 0 0 16 28 16653.768 15396.774 0 0 OBS
19505.991 0 1 0 0 0 14 38 16653.768 16112.903 0 0 OBS
17732.719 0 1 0 0 0 17 29 16653.768 16112.903 0 0 OBS
20688.172 0 1 0 0 0 17 24 16653.768 16650 0 0 OBS
21870.353 0 1 0 1 0 16 25 16653.768 17008.065 0 0 OBS
16254.992 0 1 0 0 0 12 55 16653.768 17545.161 0 0 OBS
0 0 1 0 0 0 14 30 16653.768 17545.161 0 0 OBS
19210.445 0 0 0 0 0 12 21 16653.768 17903.226 0 0 OBS
17732.719 0 1 0 0 0 12 26 16653.768 17903.226 0 0 OBS
16254.992 0 1 0 0 0 12 34 16653.768 19532.419 0 0 OBS
26007.988 0 1 0 0 0 12 22 16653.768 19693.548 0 0 OBS
37682.028 0 0 0 0 0 16 22 16653.768 22737.097 0 0 OBS
23643.625 0 0 0 0 0 15 27 16653.768 23274.194 0 0 OBS
2955.4531 0 0 0 0 0 12 26 16653.768 23274.194 0 0 OBS
29554.531 0 1 0 0 0 16 26 16653.768 24706.452 0 0 OBS
40637.481 0 1 0 1 0 14 24 16653.768 28466.129 0 0 OBS
28815.668 0 0 0 1 0 14 26 16667.483 21483.871 0 0 OBS
7565.9601 0 1 0 1 0 12 23 16708.627 10491.29 0 0 OBS
1921.0445 0 0 0 0 0 14 28 16849.695 12174.194 0 0 OBS
0 0 1 0 0 0 12 21 16849.695 15396.774 0 0 OBS
18978.442 0 1 0 0 0 12 30 16849.695 17366.129 0 0 OBS
25121.352 0 1 0 0 0 12 24 16849.695 18619.355 0 0 OBS
17732.719 0 1 0 0 0 12 51 16849.695 19693.548 0 0 OBS
35465.438 0 0 0 0 0 14 21 16849.695 19693.548 0 0 OBS
24086.943 0 1 0 1 0 14 22 16849.695 21125.806 0 0 OBS
23080.611 0 1 0 0 0 12 24 16884.961 9311.4677 0 0 OBS
25514.427 0 1 0 0 0 15 23 16955.495 20844.726 0 0 OBS
38716.436 0 1 0 0 0 14 26 17045.621 25064.516 0 0 OBS
18176.037 0 1 0 0 0 12 45 17104.399 16381.452 0 0 OBS
14777.266 0 1 0 0 0 13 46 17241.548 15754.839 0 0 OBS
33544.393 0 1 0 0 0 12 29 17241.548 19686.387 0 0 OBS
24530.261 0 1 0 0 0 14 26 17241.548 20588.71 0 0 OBS
22165.899 0 1 0 0 0 16 27 17241.548 24885.484 0 0 OBS
14771.355 0 1 0 0 0 14 26 17437.475 7161.2903 0 0 OBS
18471.582 0 1 0 0 0 15 20 17437.475 8056.4516 0 0 OBS
21427.035 0 1 0 0 0 12 23 17437.475 12532.258 0 0 OBS
15516.129 0 1 0 0 0 16 30 17437.475 17867.419 0 0 OBS
16254.992 0 1 0 0 0 12 24 17437.475 22379.032 0 0 OBS
23643.625 0 1 0 0 0 12 23 17633.401 0 0 1 OBS
0 0 1 0 0 0 12 34 17633.401 0 0 1 OBS
22165.899 0 1 0 0 1 12 24 17633.401 4848.1935 0 0 OBS
21858.531 0 1 0 1 0 12 43 17633.401 10741.935 0 0 OBS
16254.992 0 1 0 1 0 14 28 17633.401 12532.258 0 0 OBS
28815.668 0 1 0 0 0 12 20 17633.401 15217.742 0 0 OBS
15516.129 0 1 0 1 0 12 23 17633.401 15217.742 0 0 OBS
26599.078 0 1 0 1 0 14 27 17633.401 16112.903 0 0 OBS
19210.445 0 1 0 0 0 12 53 17633.401 16112.903 0 0 OBS
22165.899 0 1 0 0 0 16 28 17633.401 16112.903 0 0 OBS
25121.352 0 1 0 0 0 12 26 17633.401 16112.903 0 0 OBS
18619.355 0 1 0 0 0 15 25 17633.401 16112.903 0 0 OBS
19699.573 0 1 0 0 0 14 29 17633.401 17187.097 0 0 OBS
23643.625 0 1 0 1 0 12 26 17633.401 17416.258 0 0 OBS
22165.899 0 1 0 0 0 16 55 17633.401 17903.226 0 0 OBS
14777.266 0 1 0 0 1 12 22 17633.401 17903.226 0 0 OBS
15811.674 0 1 0 0 0 12 33 17633.401 17903.226 0 0 OBS
8866.3594 0 1 0 0 1 14 34 17633.401 17903.226 0 0 OBS
19949.309 0 1 0 0 0 12 24 17633.401 18440.323 0 0 OBS
32509.985 0 1 0 0 0 12 24 17633.401 18750.048 0 0 OBS
18471.582 0 1 0 1 0 12 26 17633.401 18798.387 0 0 OBS
19949.309 0 1 0 0 0 12 45 17633.401 18798.387 0 0 OBS
23643.625 0 1 0 0 0 12 22 17633.401 19693.548 0 0 OBS
2068.8172 0 1 0 0 0 14 55 17633.401 19693.548 0 0 OBS
11526.267 0 1 0 0 0 12 24 17633.401 19693.548 0 0 OBS
4433.1797 0 1 0 0 0 12 23 17633.401 21546.532 0 0 OBS
22165.899 0 0 0 1 0 13 24 17633.401 25064.516 0 0 OBS
23643.625 0 1 0 0 0 13 31 17633.401 25064.516 0 0 OBS
28076.805 0 1 0 0 0 12 43 17633.401 26854.839 0 0 OBS
28076.805 0 1 0 0 0 12 43 17633.401 26854.839 0 0 OBS
12294.685 0 1 0 1 0 12 23 17672.587 14322.581 0 0 OBS
20688.172 0 1 0 0 0 12 22 17703.935 12532.258 0 0 OBS
19210.445 0 1 0 1 0 12 30 17760.754 17366.129 0 0 OBS
16240.215 0 0 0 0 0 12 28 17829.328 5012.9032 0 0 OBS
20688.172 0 1 0 0 0 12 28 17829.328 11100 0 0 OBS
26599.078 0 0 0 0 0 12 21 17829.328 12945.823 0 0 OBS
22452.578 0 1 0 0 0 13 28 17876.35 15396.774 0 0 OBS
9974.6544 0 1 0 0 0 14 25 17939.047 14322.581 0 0 OBS
23643.625 0 1 0 0 0 12 54 18025.255 18798.387 0 0 OBS
20983.717 0 1 0 0 0 16 26 18025.255 19872.581 0 0 OBS
28076.805 0 1 0 0 0 16 26 18025.255 23274.194 0 0 OBS
17732.719 0 1 0 0 0 13 49 18221.181 17903.226 0 0 OBS
21870.353 0 0 0 1 0 13 21 18221.181 21125.806 0 0 OBS
18471.582 0 1 0 0 0 16 26 18221.181 22379.032 0 0 OBS
22165.899 0 1 0 1 0 12 30 18338.737 25422.581 0 0 OBS
27337.942 0 1 0 0 0 13 21 18417.108 8951.6129 0 0 OBS
20688.172 0 1 0 0 0 12 33 18417.108 12890.323 0 0 OBS
20688.172 0 1 0 0 0 12 33 18417.108 14412.097 0 0 OBS
17289.401 0 1 0 0 0 12 40 18417.108 17545.161 0 0 OBS
25860.215 0 1 0 0 0 16 27 18417.108 18798.387 0 0 OBS
28224.578 0 1 0 0 0 12 21 18417.108 19693.548 0 0 OBS
16254.992 0 1 0 0 0 12 31 18593.442 14814.919 0 0 OBS
13299.539 0 1 0 1 0 14 27 18613.035 0 0 1 OBS
35465.438 0 1 0 0 0 17 47 18613.035 10025.806 0 0 OBS
17732.719 0 1 0 1 0 12 32 18613.035 16112.903 0 0 OBS
19949.309 0 0 0 1 0 12 28 18613.035 17008.065 0 0 OBS
22424.501 0 1 0 0 0 14 35 18613.035 19693.548 0 0 OBS
28076.805 0 1 0 0 0 14 26 18613.035 19693.548 0 0 OBS
23052.535 0 1 0 0 0 12 37 18613.035 21483.871 0 0 OBS
32953.303 0 0 0 0 0 12 23 18613.035 23274.194 0 0 OBS
19210.445 0 1 0 1 0 12 44 18613.035 23632.258 0 0 OBS
19210.445 0 1 0 1 0 12 44 18613.035 23632.258 0 0 OBS
33692.166 0 1 0 1 0 12 36 18613.035 25064.516 0 0 OBS
24973.579 0 1 0 0 0 12 26 18677.69 18261.29 0 0 OBS
28076.805 0 1 0 0 0 14 23 18722.754 21662.903 0 0 OBS
26599.078 0 1 0 1 0 13 32 18808.961 14143.548 0 0 OBS
17502.194 0 0 0 0 0 12 33 18808.961 16028.758 0 0 OBS
32509.985 0 1 0 1 0 12 37 18808.961 16112.903 0 0 OBS
19505.991 0 1 0 0 0 12 27 18808.961 17187.097 0 0 OBS
26155.76 0 1 0 0 0 12 43 18808.961 17903.226 0 0 OBS
18471.582 0 1 0 0 0 16 27 18808.961 17903.226 0 0 OBS
18323.81 0 1 0 0 0 12 24 18808.961 17903.226 0 0 OBS
23052.535 0 1 0 0 0 12 24 18808.961 18798.387 0 0 OBS
12560.676 0 0 0 1 0 12 34 18848.147 30435.484 0 0 OBS
19210.445 0 1 0 0 0 12 42 18879.495 17008.065 0 0 OBS
12560.676 0 1 0 1 0 13 24 18881.454 16112.903 0 0 OBS
22165.899 0 1 0 0 0 12 27 18924.558 11995.161 0 0 OBS
13299.539 0 1 0 1 0 12 23 19004.888 13427.419 0 0 OBS
26599.078 0 1 0 0 0 16 26 19004.888 16112.903 0 0 OBS
19210.445 0 1 0 1 0 12 27 19004.888 19693.548 0 0 OBS
25860.215 0 1 0 1 0 12 37 19004.888 25959.677 0 0 OBS
16993.856 0 1 0 0 0 12 37 19016.644 20893.065 0 0 OBS
13299.539 0 1 0 0 1 12 26 19055.829 0 0 1 OBS
16993.856 0 1 0 0 0 12 23 19096.974 20683.597 0 0 OBS
18471.582 0 1 0 0 0 13 26 19200.815 14680.645 0 0 OBS
0 0 1 0 0 0 16 27 19200.815 17688.387 0 0 OBS
23643.625 0 0 0 0 0 12 27 19200.815 19514.516 0 0 OBS
23052.535 0 1 0 0 0 14 29 19200.815 21483.871 0 0 OBS
33396.621 0 1 0 0 0 16 25 19200.815 22558.065 0 0 OBS
24627.791 0 1 0 0 0 12 26 19263.511 13024.597 0 0 OBS
17289.401 0 1 0 0 0 14 22 19279.185 17616.774 0 0 OBS
29554.531 0 1 0 0 0 12 28 19298.778 0 0 1 OBS
20431.048 0 1 0 0 0 12 46 19394.782 19201.21 0 0 OBS
1539.7911 0 0 0 0 0 17 33 19396.741 0 0 1 OBS
25121.352 0 1 0 0 0 12 23 19396.741 12532.258 0 0 OBS
0 0 1 0 0 0 12 23 19396.741 12532.258 0 0 OBS
31032.258 0 1 0 0 0 13 23 19396.741 17903.226 0 0 OBS
25564.67 0 1 0 0 0 16 26 19396.741 25780.645 0 0 OBS
23643.625 0 0 0 1 0 16 24 19494.705 15217.742 0 0 OBS
14777.266 0 1 0 1 0 12 37 19586.79 12030.968 0 0 OBS
23643.625 0 0 0 0 0 16 50 19592.668 0 0 1 OBS
23643.625 0 1 0 0 0 13 26 19592.668 0 0 1 OBS
22165.899 0 0 0 1 0 12 21 19592.668 716.129 0 0 OBS
24642.568 0 1 0 1 0 12 25 19592.668 5370.9677 0 0 OBS
18442.028 0 1 0 1 0 13 24 19592.668 11637.097 0 0 OBS
19210.445 0 0 0 1 0 12 24 19592.668 11995.161 0 0 OBS
14777.266 0 1 0 1 0 14 32 19592.668 12335.323 0 0 OBS
17720.897 0 1 0 0 0 16 27 19592.668 12532.258 0 0 OBS
17732.719 0 1 0 0 1 12 21 19592.668 12532.258 0 0 OBS
31032.258 0 1 0 0 0 16 24 19592.668 12890.323 0 0 OBS
17732.719 0 1 0 0 0 14 45 19592.668 13606.452 0 0 OBS
16286.025 0 1 0 0 0 12 38 19592.668 13964.516 0 0 OBS
23643.625 0 1 0 0 0 15 27 19592.668 14859.677 0 0 OBS
12708.449 0 1 0 1 0 12 20 19592.668 16709.081 0 0 OBS
22165.899 0 1 0 1 0 12 23 19592.668 17008.065 0 0 OBS
25014.955 0 1 0 0 0 12 33 19592.668 17008.065 0 0 OBS
22313.671 0 1 0 0 0 13 24 19592.668 17187.097 0 0 OBS
15368.356 0 1 0 0 0 12 44 19592.668 17187.097 0 0 OBS
19210.445 0 1 0 1 0 12 34 19592.668 17366.129 0 0 OBS
14777.266 0 1 0 1 0 12 23 19592.668 17366.129 0 0 OBS
25121.352 0 1 0 1 0 12 27 19592.668 17724.194 0 0 OBS
25712.442 0 1 0 0 0 16 25 19592.668 17903.226 0 0 OBS
23643.625 0 1 0 0 0 12 22 19592.668 17903.226 0 0 OBS
16993.856 0 0 0 0 0 16 24 19592.668 17903.226 0 0 OBS
16254.992 0 1 0 0 0 12 23 19592.668 17903.226 0 0 OBS
17732.719 0 1 0 0 0 16 31 19592.668 17903.226 0 0 OBS
26599.078 0 1 0 1 0 12 23 19592.668 17903.226 0 0 OBS
32657.757 0 1 0 0 0 12 27 19592.668 18082.258 0 0 OBS
23643.625 0 1 0 1 0 12 20 19592.668 18619.355 0 0 OBS
17732.719 0 1 0 0 0 12 20 19592.668 18798.387 0 0 OBS
17437.174 0 1 0 0 0 15 52 19592.668 18798.387 0 0 OBS
26599.078 0 1 0 0 0 16 33 19592.668 19335.484 0 0 OBS
21279.263 0 1 0 0 0 12 40 19592.668 19335.484 0 0 OBS
20259.631 0 1 0 1 0 12 31 19592.668 19466.177 0 0 OBS
22535.33 0 1 0 0 0 12 35 19592.668 19693.548 0 0 OBS
13299.539 0 0 0 0 0 12 33 19592.668 19693.548 0 0 OBS
17732.719 0 1 0 0 0 12 22 19592.668 19693.548 0 0 OBS
42854.071 0 1 0 1 0 16 29 19592.668 20588.71 0 0 OBS
21982.661 0 1 0 0 0 12 26 19592.668 21125.806 0 0 OBS
24884.916 0 1 0 0 0 12 23 19592.668 21215.323 0 0 OBS
23348.08 0 1 0 0 0 12 30 19592.668 21483.871 0 0 OBS
22165.899 0 1 0 0 0 12 43 19592.668 21483.871 0 0 OBS
22165.899 0 1 0 0 0 12 43 19592.668 21483.871 0 0 OBS
25121.352 0 1 0 0 0 12 31 19592.668 21483.871 0 0 OBS
20688.172 0 1 0 0 0 12 23 19592.668 21483.871 0 0 OBS
21279.263 0 1 0 0 0 13 23 19592.668 21483.871 0 0 OBS
32509.985 0 1 0 0 0 16 28 19592.668 21483.871 0 0 OBS
29554.531 0 1 0 0 0 12 30 19592.668 21483.871 0 0 OBS
23643.625 0 1 0 1 0 12 53 19592.668 21483.871 0 0 OBS
29554.531 0 1 0 0 0 12 32 19592.668 21483.871 0 0 OBS
29338.783 0 1 0 0 0 12 43 19592.668 21739.887 0 0 OBS
29338.783 0 1 0 0 0 12 43 19592.668 21739.887 0 0 OBS
22165.899 0 0 0 0 0 17 37 19592.668 23005.645 0 0 OBS
21427.035 0 1 0 1 0 12 23 19592.668 23274.194 0 0 OBS
25860.215 0 1 0 1 0 12 28 19592.668 24169.355 0 0 OBS
28815.668 0 0 0 1 0 14 27 19592.668 25064.516 0 0 OBS
29554.531 0 0 0 0 0 12 46 19592.668 25064.516 0 0 OBS
25897.158 0 1 0 1 0 12 30 19592.668 26854.839 0 0 OBS
36943.164 0 1 0 0 0 17 35 19592.668 44758.065 0 0 OBS
23643.625 0 1 0 0 0 15 26 19596.587 19335.484 0 0 OBS
23643.625 0 1 0 0 0 12 25 19641.65 8736.7742 0 0 OBS
25121.352 0 1 0 0 0 12 24 19706.305 6624.1935 0 0 OBS
22284.117 0 1 0 0 0 14 22 19727.857 20141.129 0 0 OBS
36943.164 0 1 0 0 0 13 27 19735.695 20051.613 0 0 OBS
23643.625 0 1 0 1 0 12 36 19749.409 25064.516 0 0 OBS
14777.266 0 1 0 0 0 13 35 19788.595 21269.032 0 0 OBS
31032.258 0 1 0 1 0 12 34 19788.595 23274.194 0 0 OBS
31032.258 0 1 0 0 0 14 28 19984.521 12532.258 0 0 OBS
26599.078 0 1 0 0 0 12 18 19984.521 23274.194 0 0 OBS
56892.473 0 1 0 0 0 12 21 20068.77 21215.323 0 0 OBS
21279.263 0 1 0 1 0 16 28 20082.485 19335.484 0 0 OBS
0 0 1 0 0 0 14 24 20141.263 0 0 1 OBS
33987.711 0 1 0 0 0 12 30 20180.448 15754.839 0 0 OBS
0 0 1 0 0 0 12 42 20180.448 17455.645 0 0 OBS
29554.531 0 1 0 0 0 12 24 20180.448 19693.548 0 0 OBS
17732.719 0 1 0 0 0 12 40 20180.448 19693.548 0 0 OBS
22904.762 0 1 0 0 0 17 25 20180.448 21036.29 0 0 OBS
28520.123 0 1 0 0 0 17 27 20180.448 21578.758 0 0 OBS
42854.071 0 1 0 0 0 16 24 20200.041 17903.226 0 0 OBS
23052.535 0 0 0 1 0 16 25 20233.348 19335.484 0 0 OBS
19930.098 0 1 0 0 0 16 53 20343.067 20112.484 0 0 OBS
32509.985 0 1 0 0 0 12 28 20376.375 17903.226 0 0 OBS
16993.856 0 1 0 0 0 12 20 20376.375 18655.161 0 0 OBS
22165.899 0 1 0 0 0 12 26 20376.375 20946.774 0 0 OBS
20688.172 0 1 0 0 0 12 33 20503.727 21483.871 0 0 OBS
12412.903 0 0 0 0 0 14 24 20572.301 11637.097 0 0 OBS
16254.992 0 0 0 1 0 12 38 20572.301 14322.581 0 0 OBS
24530.261 0 1 0 0 0 12 27 20572.301 17545.161 0 0 OBS
88663.594 0 1 0 0 0 16 27 20572.301 18619.355 0 0 OBS
29554.531 0 1 0 0 0 13 31 20572.301 18798.387 0 0 OBS
23643.625 0 1 0 0 0 15 26 20572.301 18798.387 0 0 OBS
22165.899 0 1 0 0 0 16 28 20572.301 18798.387 0 0 OBS
35465.438 0 1 0 0 0 17 26 20572.301 18977.419 0 0 OBS
20688.172 0 1 0 0 0 12 52 20572.301 18977.419 0 0 OBS
22461.444 0 1 0 0 0 12 25 20572.301 20588.71 0 0 OBS
22165.899 0 1 0 0 0 12 24 20572.301 20767.742 0 0 OBS
25310.501 0 1 0 0 0 12 41 20572.301 21483.871 0 0 OBS
32586.826 0 1 0 0 0 12 40 20572.301 24772.694 0 0 OBS
32586.826 0 1 0 0 0 12 40 20572.301 24772.694 0 0 OBS
7388.6329 0 1 0 0 0 13 32 20572.301 25064.516 0 0 OBS
31032.258 0 1 0 1 0 12 24 20572.301 25959.677 0 0 OBS
7882.1935 0 1 0 1 0 12 46 20572.301 32225.806 0 0 OBS
31032.258 0 1 0 0 0 13 31 20572.301 33658.065 0 0 OBS
39011.982 0 0 0 0 0 15 25 20738.839 21483.871 0 0 OBS
44331.797 0 1 0 0 0 12 29 20768.228 0 0 1 OBS
17437.174 0 0 0 0 0 14 25 20768.228 14322.581 0 0 OBS
22165.899 0 1 0 0 0 16 42 20768.228 19693.548 0 0 OBS
27485.714 0 1 0 0 0 12 24 20768.228 23274.194 0 0 OBS
26303.533 0 1 0 1 0 14 25 20768.228 23274.194 0 0 OBS
20963.029 0 1 0 0 0 12 44 20895.58 12174.194 0 0 OBS
23348.08 0 0 0 0 0 12 27 20964.155 18440.323 0 0 OBS
28446.237 0 1 0 0 0 14 28 20964.155 20588.71 0 0 OBS
22018.126 0 1 0 0 0 16 33 20964.155 21483.871 0 0 OBS
26229.647 0 1 0 0 0 16 25 20964.155 24706.452 0 0 OBS
25121.352 0 1 0 1 0 12 26 21116.978 22379.032 0 0 OBS
15049.167 0 1 0 0 0 12 39 21138.53 20366.71 0 0 OBS
19653.763 0 1 0 0 0 14 31 21140.489 20141.129 0 0 OBS
19653.763 0 1 0 0 0 14 31 21140.489 20141.129 0 0 OBS
23643.625 0 1 0 1 0 13 23 21160.081 17903.226 0 0 OBS
12232.621 0 1 0 0 0 12 42 21160.081 21483.871 0 0 OBS
0 0 1 0 0 0 14 36 21160.081 23460.387 0 0 OBS
21279.263 0 1 0 0 0 12 26 21160.081 24169.355 0 0 OBS
24787.386 0 0 0 0 0 17 46 21258.045 24094.161 0 0 OBS
35465.438 0 1 0 0 0 12 31 21356.008 15038.71 0 0 OBS
21722.581 0 1 0 1 0 12 27 21356.008 20588.71 0 0 OBS
25558.759 0 1 0 0 1 12 25 21512.749 26586.29 0 0 OBS
41376.344 0 1 0 0 0 16 42 21551.935 0 0 1 OBS
0 0 1 0 0 0 12 28 21551.935 8366.1774 0 0 OBS
21722.581 0 1 0 0 0 12 28 21551.935 10562.903 0 0 OBS
16254.992 0 1 0 0 0 13 27 21551.935 14322.581 0 0 OBS
15638.78 0 1 0 1 0 12 35 21551.935 14322.581 0 0 OBS
15638.78 0 1 0 1 0 12 35 21551.935 14322.581 0 0 OBS
26599.078 0 1 0 0 0 12 26 21551.935 15217.742 0 0 OBS
19210.445 0 1 0 0 0 12 19 21551.935 15754.839 0 0 OBS
20688.172 0 1 0 0 0 12 29 21551.935 17008.065 0 0 OBS
25121.352 0 1 0 1 0 12 34 21551.935 17903.226 0 0 OBS
44331.797 0 1 0 0 0 16 28 21551.935 18619.355 0 0 OBS
23348.08 0 1 0 0 0 16 31 21551.935 18798.387 0 0 OBS
17732.719 0 0 0 1 0 15 37 21551.935 19210.161 0 0 OBS
31032.258 0 1 0 0 0 12 40 21551.935 19693.548 0 0 OBS
44331.797 0 1 0 0 0 12 37 21551.935 19693.548 0 0 OBS
0 0 1 0 0 0 12 48 21551.935 20230.645 0 0 OBS
19210.445 0 1 0 0 0 12 43 21551.935 20588.71 0 0 OBS
28815.668 0 1 0 0 0 16 26 21551.935 20588.71 0 0 OBS
19949.309 0 1 0 0 0 12 29 21551.935 20588.71 0 0 OBS
23052.535 0 1 0 0 0 12 27 21551.935 21120.435 0 0 OBS
23200.307 0 1 0 0 0 14 22 21551.935 21483.871 0 0 OBS
26599.078 0 1 0 0 0 12 23 21551.935 21483.871 0 0 OBS
12534.077 0 1 0 0 0 12 21 21551.935 21483.871 0 0 OBS
23643.625 0 1 0 0 0 12 36 21551.935 21483.871 0 0 OBS
29492.467 0 1 0 0 0 16 26 21551.935 21483.871 0 0 OBS
21427.035 0 1 0 0 0 12 33 21551.935 21483.871 0 0 OBS
24382.488 0 1 0 0 0 12 37 21551.935 22379.032 0 0 OBS
33248.848 0 0 0 0 0 16 29 21551.935 22737.097 0 0 OBS
31505.131 0 1 0 0 0 14 25 21551.935 22916.129 0 0 OBS
27633.487 0 1 0 0 0 16 27 21551.935 23274.194 0 0 OBS
22904.762 0 1 0 0 0 17 41 21551.935 23274.194 0 0 OBS
23643.625 0 1 0 0 0 16 29 21551.935 23274.194 0 0 OBS
22165.899 0 1 0 0 0 14 34 21551.935 23274.194 0 0 OBS
26633.066 0 1 0 0 0 12 45 21551.935 23632.258 0 0 OBS
21427.035 0 1 0 1 0 12 41 21551.935 24885.484 0 0 OBS
26423.229 0 1 0 1 0 13 35 21551.935 25959.677 0 0 OBS
58665.745 0 1 0 0 0 12 23 21551.935 25959.677 0 0 OBS
36943.164 0 0 0 0 0 17 43 21551.935 25959.677 0 0 OBS
38420.891 0 1 0 0 0 12 21 21551.935 26138.71 0 0 OBS
35465.438 0 1 0 0 0 12 22 21551.935 26765.323 0 0 OBS
53937.02 0 1 0 0 0 17 25 21551.935 31151.613 0 0 OBS
44331.797 0 1 0 0 0 16 23 21551.935 35806.452 0 0 OBS
22165.899 0 1 0 0 0 14 28 21649.898 26854.839 0 0 OBS
22165.899 0 1 0 0 0 13 44 21679.287 21918.919 0 0 OBS
2216.5899 0 0 0 0 0 12 23 21747.862 11413.306 0 0 OBS
18619.355 0 1 0 0 0 14 39 21747.862 21841.935 0 0 OBS
25121.352 0 1 0 0 0 12 23 21865.418 21483.871 0 0 OBS
18767.127 0 1 0 1 0 14 24 21869.336 26353.548 0 0 OBS
35317.665 0 1 0 0 1 13 24 21922.236 24742.258 0 0 OBS
24382.488 0 1 0 0 0 12 51 21943.788 19156.452 0 0 OBS
21131.49 0 1 0 0 0 12 34 21943.788 20409.677 0 0 OBS
18323.81 0 1 0 0 0 12 27 21943.788 20588.71 0 0 OBS
22165.899 0 1 0 0 0 17 29 21943.788 21752.419 0 0 OBS
36943.164 0 1 0 1 0 14 26 21943.788 25959.677 0 0 OBS
25860.215 0 1 0 0 1 13 26 21953.585 5671.7419 0 0 OBS
41376.344 0 0 0 0 0 14 23 22139.715 18798.387 0 0 OBS
23643.625 0 1 0 0 0 12 46 22139.715 22622.516 0 0 OBS
61768.971 0 0 0 0 0 12 27 22139.715 25422.581 0 0 OBS
33248.848 0 1 0 1 0 17 30 22139.715 27929.032 0 0 OBS
29554.531 0 1 0 1 0 12 25 22139.715 33300 0 0 OBS
26599.078 0 1 0 0 0 14 27 22218.086 23306.419 0 0 OBS
14777.266 0 1 0 0 0 17 27 22237.678 22379.032 0 0 OBS
26876.891 0 1 0 0 0 12 50 22306.253 27544.113 0 0 OBS
26876.891 0 1 0 0 0 12 50 22306.253 27544.113 0 0 OBS
26876.891 0 1 0 0 0 12 50 22306.253 27544.113 0 0 OBS
25399.164 0 1 0 0 0 12 48 22321.927 23881.113 0 0 OBS
29037.327 0 1 0 0 0 16 24 22335.642 22880.323 0 0 OBS
31032.258 0 1 0 0 1 12 25 22335.642 24169.355 0 0 OBS
23269.76 0 1 0 0 0 12 37 22441.442 16385.032 0 0 OBS
23269.76 0 1 0 0 0 12 37 22441.442 16385.032 0 0 OBS
23643.625 0 1 0 1 0 12 29 22531.568 18619.355 0 0 OBS
35465.438 0 1 0 0 0 15 27 22531.568 20588.71 0 0 OBS
22165.899 0 1 0 0 1 12 41 22531.568 20946.774 0 0 OBS
22165.899 0 1 0 0 0 12 29 22531.568 21483.871 0 0 OBS
23643.625 0 1 0 0 0 16 27 22531.568 21483.871 0 0 OBS
23643.625 0 1 0 0 0 12 44 22531.568 22379.032 0 0 OBS
37238.71 0 1 0 0 0 13 26 22531.568 22379.032 0 0 OBS
26599.078 0 1 0 0 0 12 34 22531.568 22379.032 0 0 OBS
24382.488 0 1 0 0 0 12 20 22531.568 23274.194 0 0 OBS
28520.123 0 1 0 0 0 14 43 22531.568 23274.194 0 0 OBS
25564.67 0 1 0 0 1 12 47 22531.568 25028.71 0 0 OBS
29554.531 0 1 0 0 0 12 31 22531.568 25064.516 0 0 OBS
24973.579 0 1 0 0 0 12 33 22531.568 26496.774 0 0 OBS
29554.531 0 0 0 1 0 12 24 22531.568 26854.839 0 0 OBS
42854.071 0 0 0 0 0 16 27 22531.568 30435.484 0 0 OBS
26599.078 0 1 0 0 0 14 23 22531.568 33658.065 0 0 OBS
28815.668 0 1 0 0 0 17 27 22594.265 18261.29 0 0 OBS
